loan_amount,interest_rate,grade,homeownership,debt_to_income
37000,16.01,C,MORTGAGE,12.84
10000,18.06,D,RENT,10.28
19000,14.07,C,MORTGAGE,31.2
35000,10.42,B,OWN,8.89
40000,5.32,A,MORTGAGE,15.5
10000,10.41,B,MORTGAGE,15.02
20000,11.98,B,MORTGAGE,14.13
37000,16.02,C,RENT,16.46
18000,5.32,A,MORTGAGE,7.5
40000,5.31,A,MORTGAGE,20.53
16000,16.01,C,OWN,20.82
10000,11.99,B,RENT,11.92
25000,9.92,B,MORTGAGE,3.06
14000,11.98,B,RENT,18.61
24000,11.99,B,RENT,18.11
40000,7.97,A,MORTGAGE,34.11
12000,7.34,A,RENT,12.6
6000,6.71,A,OWN,22.46
20000,9.92,B,RENT,12.42
11000,9.92,B,MORTGAGE,11.8
11500,9.44,B,RENT,8.22
7500,7.97,A,MORTGAGE,11.84
6000,10.91,B,RENT,5.99
10000,10.91,B,RENT,19.42
7500,9.44,B,MORTGAGE,9.17
25000,23.87,E,MORTGAGE,28.05
6600,18.45,D,RENT,26.21
15500,10.41,B,OWN,19.08
25000,19.42,D,MORTGAGE,22.7
2000,13.58,C,MORTGAGE,34.28
4000,9.92,B,RENT,21.01
5000,16.02,C,RENT,16.59
10000,23.88,E,OWN,25.43
6000,10.91,B,OWN,23.78
15000,13.59,C,RENT,6.53
18000,10.9,B,MORTGAGE,17.79
24000,14.08,C,MORTGAGE,50.34
25350,19.03,D,MORTGAGE,25.65
15600,14.07,C,OWN,0.6
15000,10.91,B,RENT,11.92
10000,10.91,B,OWN,20.28
13500,18.06,D,RENT,13.4
6000,9.93,B,RENT,20.11
12800,24.85,E,RENT,0
30000,10.42,B,MORTGAGE,8.67
20000,11.98,B,MORTGAGE,20.72
4000,5.32,A,RENT,28.34
24000,21.45,D,MORTGAGE,15.91
25000,14.08,C,RENT,2
20000,6.72,A,RENT,10.77
18000,15.05,C,OWN,20.61
7000,9.43,B,MORTGAGE,11.52
24000,19.42,D,MORTGAGE,8.99
16000,10.91,B,MORTGAGE,25.36
25000,14.08,C,MORTGAGE,17.54
7000,9.92,B,MORTGAGE,10.92
4200,9.92,B,MORTGAGE,18.03
4800,11.99,B,RENT,3.07
16000,9.44,B,RENT,18.88
15000,9.43,B,MORTGAGE,5.5
1500,7.35,A,MORTGAGE,30.45
20000,15.05,C,OWN,17.43
11700,11.99,B,MORTGAGE,18.92
35000,9.44,B,RENT,16.13
15000,9.92,B,OWN,12.74
13150,12.62,C,MORTGAGE,22.84
20000,14.08,C,RENT,21.1
17400,10.41,B,MORTGAGE,25.53
14000,24.84,E,RENT,18.6
25000,13.59,C,RENT,28.86
8425,17.09,D,MORTGAGE,11.36
4000,6.07,A,RENT,10.47
28000,9.43,B,MORTGAGE,27.64
15850,6.08,A,RENT,19.44
4200,7.97,A,RENT,16.44
16000,16.01,C,OWN,25.01
40000,9.92,B,RENT,7.07
24000,15.04,C,MORTGAGE,13.52
12500,7.96,A,MORTGAGE,11.36
15000,15.05,C,MORTGAGE,37.62
5000,9.43,B,RENT,22.57
30000,20,D,MORTGAGE,22.62
2000,17.09,D,RENT,15.92
17000,14.07,C,MORTGAGE,27.33
22500,10.42,B,MORTGAGE,12.86
24000,12.62,C,MORTGAGE,20.29
16000,15.04,C,RENT,13.2
24000,10.42,B,MORTGAGE,30.12
25600,18.45,D,RENT,19.57
7100,22.91,E,RENT,15.24
12000,6.08,A,MORTGAGE,21.97
35000,16.01,C,MORTGAGE,71.91
20000,7.35,A,MORTGAGE,19.26
6000,11.98,B,MORTGAGE,11.24
5000,7.34,A,MORTGAGE,16.74
5600,16.02,C,MORTGAGE,24.43
20000,17.47,D,RENT,22.26
25000,20,D,RENT,10.44
20000,10.41,B,MORTGAGE,11.45
35000,12.62,C,RENT,8.1
14000,9.44,B,MORTGAGE,17.41
2500,10.9,B,RENT,15.65
10000,7.35,A,MORTGAGE,12.31
15000,5.32,A,RENT,39.35
32000,17.09,D,RENT,13.14
6000,5.31,A,MORTGAGE,4.56
17000,10.9,B,OWN,21.01
5000,9.92,B,MORTGAGE,5.48
10000,6.71,A,MORTGAGE,10.48
4500,9.43,B,RENT,37.94
11000,25.82,E,MORTGAGE,16.54
40000,16.02,C,MORTGAGE,19.54
10000,6.72,A,RENT,3.66
19000,10.9,B,MORTGAGE,11.74
7500,7.97,A,RENT,11.06
4800,13.59,C,MORTGAGE,1.1
18000,11.98,B,MORTGAGE,20.43
8000,12.61,C,MORTGAGE,36.81
15000,7.97,A,MORTGAGE,14.32
32000,12.62,C,MORTGAGE,15.72
40000,10.91,B,RENT,13.56
10000,12.62,C,MORTGAGE,36.84
7200,14.08,C,MORTGAGE,11.82
30000,6.08,A,RENT,1.15
9500,12.61,C,MORTGAGE,17.33
20000,20,D,MORTGAGE,13.35
23200,12.62,C,RENT,5.19
19000,7.34,A,MORTGAGE,15.33
35000,7.35,A,MORTGAGE,19.46
6000,12.62,C,OWN,27.33
35000,22.9,E,MORTGAGE,13.27
12000,16.02,C,MORTGAGE,37.55
10800,15.05,C,RENT,18.37
10000,21.45,D,MORTGAGE,28.62
14000,6.72,A,RENT,23.94
30000,9.93,B,MORTGAGE,12.37
13000,13.58,C,RENT,16.15
8000,11.98,B,RENT,16.76
40000,5.32,A,MORTGAGE,26.89
40000,10.9,B,MORTGAGE,14.05
20000,12.61,C,MORTGAGE,6.35
35000,18.06,D,RENT,15.97
25000,10.42,B,MORTGAGE,10.68
40000,10.91,B,MORTGAGE,15.85
10000,24.85,E,MORTGAGE,33.89
5000,11.98,B,RENT,8.34
30000,11.99,B,MORTGAGE,25.04
8500,7.97,A,MORTGAGE,14.8
10000,19.42,D,MORTGAGE,28.77
40000,12.61,C,MORTGAGE,9.95
9000,19.03,D,OWN,24.45
10000,6.72,A,OWN,2.88
20000,20,D,RENT,30.95
36000,12.61,C,OWN,18.83
5000,15.05,C,RENT,5.94
15000,9.44,B,MORTGAGE,7.27
10000,10.42,B,RENT,17.31
20000,11.98,B,RENT,34.16
6500,10.42,B,MORTGAGE,21.56
16000,9.92,B,MORTGAGE,14.05
12000,9.92,B,MORTGAGE,28.45
15200,24.85,E,RENT,42.93
8000,12.62,C,RENT,6.43
22000,14.07,C,MORTGAGE,4.12
8000,18.45,D,MORTGAGE,10.65
20000,16.01,C,MORTGAGE,49.9
7000,6.07,A,MORTGAGE,20.93
10000,6.71,A,RENT,14.91
12000,13.59,C,MORTGAGE,13.25
4400,7.34,A,MORTGAGE,27.35
7000,6.72,A,RENT,3.94
25000,5.31,A,MORTGAGE,7.73
40000,9.44,B,OWN,21.69
24000,10.91,B,MORTGAGE,23.19
35000,10.41,B,MORTGAGE,13.89
20000,11.99,B,OWN,2.01
5500,9.93,B,MORTGAGE,33.02
8600,14.08,C,RENT,8.4
18000,9.93,B,RENT,17.43
18000,16.02,C,MORTGAGE,17.43
28225,20.39,D,MORTGAGE,33.3
24100,30.65,F,MORTGAGE,35.95
4200,11.99,B,RENT,13.63
12950,7.35,A,MORTGAGE,8.52
19200,26.3,E,RENT,30.16
16800,21.45,D,MORTGAGE,37.65
30000,13.59,C,MORTGAGE,14.74
10000,18.45,D,RENT,37.19
22000,11.99,B,MORTGAGE,34.22
26500,12.61,C,MORTGAGE,17.11
6500,10.41,B,MORTGAGE,15.84
6000,25.82,E,RENT,31.16
21000,15.05,C,RENT,19.61
7300,9.43,B,RENT,33
20000,12.62,C,MORTGAGE,16.59
6000,21.45,D,MORTGAGE,14.33
40000,11.99,B,RENT,12.25
30000,16.02,C,MORTGAGE,20.6
20000,20.39,D,OWN,26.22
18000,19.42,D,MORTGAGE,19.55
12000,9.44,B,MORTGAGE,25.99
15000,15.05,C,RENT,8.6
40000,10.9,B,RENT,24.65
6000,7.35,A,OWN,21.04
25200,24.84,E,RENT,29.53
3600,7.35,A,MORTGAGE,26.19
15000,14.07,C,MORTGAGE,31.22
5000,11.99,B,RENT,24.13
20000,11.99,B,MORTGAGE,11.3
10000,7.97,A,MORTGAGE,12.87
28900,28.72,F,OWN,21.23
40000,5.32,A,MORTGAGE,12.36
12000,9.43,B,MORTGAGE,7.32
1000,10.41,B,RENT,1.58
14000,12.61,C,MORTGAGE,20.24
10000,7.34,A,MORTGAGE,15.15
25600,9.93,B,MORTGAGE,35.55
24875,26.77,E,MORTGAGE,26.33
22000,10.9,B,RENT,17.08
10000,24.85,E,MORTGAGE,36.08
7500,20,D,MORTGAGE,6.74
30000,18.06,D,RENT,13.42
4800,12.61,C,RENT,29.79
32000,18.45,D,MORTGAGE,31.04
25000,14.08,C,MORTGAGE,148.04
10000,13.59,C,RENT,15.66
35000,10.42,B,MORTGAGE,24.39
25000,10.42,B,MORTGAGE,15.27
40000,9.92,B,RENT,9.1
20000,11.98,B,MORTGAGE,7.96
7900,6.71,A,RENT,17.88
40000,9.43,B,RENT,17.86
22000,25.82,E,MORTGAGE,13.97
6500,13.59,C,RENT,19.22
8000,15.05,C,MORTGAGE,35.3
9600,13.59,C,OWN,16.6
10000,5.32,A,RENT,9.16
8000,24.84,E,RENT,21.05
18500,12.62,C,MORTGAGE,13.56
22800,12.62,C,MORTGAGE,24.2
28500,24.84,E,MORTGAGE,31.58
12000,6.07,A,MORTGAGE,27.88
35000,17.47,D,OWN,21.97
30000,17.47,D,RENT,9.83
20000,16.02,C,OWN,21.71
5000,7.34,A,MORTGAGE,8.65
20000,12.62,C,RENT,28.24
10000,10.9,B,RENT,19.43
32000,7.35,A,MORTGAGE,27.85
3000,13.59,C,MORTGAGE,8.81
9000,6.08,A,OWN,4.83
12500,5.32,A,RENT,25.9
20000,18.06,D,MORTGAGE,11.66
10000,9.93,B,RENT,4.95
11000,20.39,D,RENT,19.27
13000,17.47,D,RENT,12.72
17500,9.44,B,MORTGAGE,12.77
21650,11.98,B,OWN,21.05
12000,12.62,C,OWN,21.7
22000,9.92,B,MORTGAGE,16.92
26000,10.42,B,MORTGAGE,19.1
14000,11.99,B,MORTGAGE,5.57
5000,10.42,B,MORTGAGE,5.76
7000,14.08,C,RENT,27.3
3500,10.41,B,MORTGAGE,3.02
4800,12.61,C,RENT,17.37
36000,12.61,C,MORTGAGE,19.65
14000,21.45,D,MORTGAGE,25.22
10000,13.58,C,RENT,29.94
18000,12.61,C,MORTGAGE,17.65
27250,19.42,D,MORTGAGE,34.89
4700,14.08,C,RENT,23.68
40000,10.42,B,RENT,21.52
7500,16.01,C,MORTGAGE,8.87
16000,18.06,D,RENT,19.65
30000,15.05,C,OWN,23.29
8000,9.43,B,MORTGAGE,3.33
21000,10.42,B,MORTGAGE,23.43
10000,14.08,C,MORTGAGE,15.88
10000,10.91,B,MORTGAGE,22.1
12000,18.45,D,RENT,13.32
20000,10.41,B,RENT,20.35
25200,10.91,B,RENT,31.29
10000,9.92,B,OWN,25.77
5000,7.34,A,RENT,33.85
11400,30.17,F,MORTGAGE,11.93
25000,19.03,D,MORTGAGE,35.74
12000,7.97,A,RENT,19.07
18000,12.62,C,RENT,14.53
6000,9.93,B,RENT,27.37
20000,5.31,A,MORTGAGE,15.99
12000,10.42,B,OWN,24.2
8500,10.91,B,RENT,3.68
4500,10.42,B,OWN,16.68
40000,10.91,B,MORTGAGE,18.81
40000,12.62,C,MORTGAGE,8.15
4200,9.92,B,MORTGAGE,30.47
32925,9.92,B,MORTGAGE,6.22
12000,20,D,RENT,39.99
1500,19.42,D,RENT,23.52
6000,6.71,A,RENT,4.58
25000,14.07,C,MORTGAGE,16.5
12500,14.08,C,MORTGAGE,15.14
23100,6.72,A,MORTGAGE,15.47
35000,6.08,A,OWN,5.06
30000,11.98,B,RENT,13.64
18000,25.82,E,MORTGAGE,14.27
11700,19.03,D,MORTGAGE,19.01
4000,6.71,A,RENT,22.8
25000,16.02,C,OWN,22.09
15000,9.44,B,MORTGAGE,15.27
18000,14.07,C,RENT,1.95
1500,18.45,D,RENT,13.84
10000,9.93,B,RENT,12.74
10000,17.09,D,MORTGAGE,23.04
8000,11.98,B,MORTGAGE,20.13
30000,7.97,A,RENT,5.14
30000,10.9,B,MORTGAGE,18.76
12000,16.01,C,RENT,17.12
35000,15.04,C,MORTGAGE,19.1
30000,20,D,RENT,17.63
5000,14.07,C,RENT,30.37
1700,10.91,B,OWN,17.6
10000,10.41,B,MORTGAGE,19.36
35000,10.9,B,MORTGAGE,32.06
12000,6.71,A,RENT,0.66
15600,11.99,B,RENT,46.77
23075,16.01,C,RENT,29.62
4200,10.9,B,MORTGAGE,14.21
24000,13.59,C,MORTGAGE,61.28
10000,13.58,C,RENT,29.2
6425,15.05,C,RENT,9.03
10000,7.34,A,MORTGAGE,3.87
20000,9.93,B,MORTGAGE,7.27
6400,15.05,C,MORTGAGE,13.99
35000,6.72,A,MORTGAGE,18.75
14000,7.35,A,MORTGAGE,10.36
10000,13.59,C,RENT,31.32
30000,12.62,C,RENT,5.93
21000,17.09,D,MORTGAGE,26.5
40000,10.42,B,RENT,11.29
18000,21.85,D,RENT,23.75
23000,18.45,D,MORTGAGE,12.9
10000,14.08,C,OWN,0.97
40000,5.32,A,RENT,2.09
4200,12.62,C,RENT,31.37
10000,17.47,D,RENT,24.82
15000,19.42,D,OWN,48.56
30000,16.01,C,MORTGAGE,21.36
4800,11.98,B,RENT,1.77
20000,6.72,A,MORTGAGE,20.19
18000,9.43,B,RENT,11.88
3200,13.59,C,RENT,11.3
12000,6.72,A,RENT,11.21
10000,9.44,B,MORTGAGE,22.82
10000,11.98,B,MORTGAGE,18.44
5000,11.99,B,RENT,24.56
5000,7.35,A,OWN,17.15
15000,13.59,C,RENT,31.12
16000,7.96,A,MORTGAGE,8.6
4000,20.39,D,RENT,17.19
40000,13.58,C,RENT,5.3
20000,6.72,A,MORTGAGE,18
30000,20,D,MORTGAGE,22.63
6000,9.92,B,MORTGAGE,6.56
16100,16.02,C,RENT,24.01
15000,18.06,D,MORTGAGE,26.31
20000,17.47,D,MORTGAGE,21.04
35000,16.01,C,MORTGAGE,36.24
10000,13.59,C,MORTGAGE,13.51
40000,9.43,B,MORTGAGE,8.68
9000,5.31,A,RENT,3.42
20000,21.45,D,RENT,25.76
29000,5.32,A,MORTGAGE,6.32
19300,17.47,D,MORTGAGE,55.44
20000,12.62,C,MORTGAGE,5.73
15000,18.45,D,MORTGAGE,23.63
28000,20,D,MORTGAGE,34.7
3000,6.08,A,OWN,0.64
20000,9.93,B,RENT,42.76
20000,7.35,A,MORTGAGE,6.67
20000,9.92,B,OWN,27.11
27000,16.01,C,MORTGAGE,8.37
19000,15.05,C,RENT,16.75
28000,14.08,C,OWN,8.75
25000,13.58,C,OWN,25.47
3800,10.9,B,RENT,5.49
19000,6.72,A,MORTGAGE,12.35
14000,9.93,B,OWN,6.9
6000,12.61,C,MORTGAGE,8.16
10400,18.45,D,RENT,182.35
10000,7.97,A,RENT,13.26
4000,20,D,OWN,35.92
25000,26.77,E,RENT,18.3
12000,6.72,A,MORTGAGE,29.84
15000,14.08,C,OWN,14.19
15000,9.44,B,MORTGAGE,10.37
10000,16.02,C,MORTGAGE,22.51
11000,13.59,C,MORTGAGE,16.17
1800,10.9,B,RENT,19.83
1000,19.03,D,MORTGAGE,29.42
21000,10.91,B,MORTGAGE,35.5
8000,12.62,C,MORTGAGE,11.99
14400,16.01,C,RENT,24.93
8000,11.99,B,RENT,35.9
40000,12.62,C,MORTGAGE,16.25
40000,7.96,A,RENT,9.51
35000,12.62,C,MORTGAGE,22.67
13000,9.43,B,MORTGAGE,23.5
5000,7.34,A,OWN,4.91
1200,9.93,B,MORTGAGE,4.87
18000,12.62,C,MORTGAGE,3.37
18500,11.98,B,MORTGAGE,23.94
16000,11.98,B,MORTGAGE,13.65
10000,20,D,MORTGAGE,30.55
35000,9.93,B,RENT,41.54
19000,7.97,A,MORTGAGE,12.37
25000,15.04,C,OWN,8.53
13500,6.07,A,MORTGAGE,15.08
24000,24.85,E,MORTGAGE,23.18
9600,10.9,B,RENT,20.76
10000,6.08,A,MORTGAGE,12.83
24000,11.98,B,RENT,13.03
14200,16.02,C,MORTGAGE,13.23
40000,14.07,C,MORTGAGE,12.28
7000,7.35,A,OWN,6
10000,10.42,B,RENT,23.05
16000,20.39,D,RENT,10.55
12000,9.44,B,MORTGAGE,12.26
7000,12.62,C,OWN,5.43
7000,5.31,A,RENT,28.84
24000,13.59,C,OWN,20.25
24000,14.08,C,MORTGAGE,38.08
29000,9.93,B,MORTGAGE,15.07
35000,14.08,C,MORTGAGE,10.35
27900,16.02,C,MORTGAGE,19.78
3600,6.08,A,RENT,16.33
16000,19.03,D,MORTGAGE,5.19
4800,6.07,A,OWN,20.52
4000,7.97,A,RENT,8.76
7825,5.31,A,RENT,26.65
18000,21.45,D,MORTGAGE,16.73
8000,12.62,C,MORTGAGE,81.68
12000,16.02,C,MORTGAGE,23.01
40000,9.44,B,MORTGAGE,17.97
12800,23.88,E,MORTGAGE,35.56
10000,5.32,A,MORTGAGE,11.61
20000,7.34,A,MORTGAGE,22.79
12000,10.9,B,RENT,19.96
18000,11.98,B,MORTGAGE,11.5
22000,9.93,B,RENT,13.97
16000,19.42,D,MORTGAGE,33.85
35000,14.07,C,RENT,9.78
25000,15.04,C,RENT,20.84
12500,7.97,A,RENT,19.12
15000,16.02,C,RENT,17.96
1000,18.06,D,RENT,28.34
30000,10.91,B,OWN,29.62
25000,9.43,B,MORTGAGE,20.35
5000,13.59,C,RENT,14.68
3000,7.97,A,MORTGAGE,20.28
10000,15.04,C,RENT,18.19
28000,25.81,E,RENT,14.66
12000,19.42,D,MORTGAGE,24.65
17000,24.85,E,MORTGAGE,18.45
15700,29.69,F,MORTGAGE,9.91
15000,18.06,D,RENT,13.65
4800,14.07,C,RENT,20.88
30000,17.09,D,OWN,27.03
30000,19.42,D,RENT,4.26
36000,11.99,B,MORTGAGE,47.36
39275,10.9,B,RENT,8.95
15575,11.98,B,RENT,14.88
10000,21.85,D,OWN,8.38
6000,9.44,B,MORTGAGE,12.03
25375,12.62,C,RENT,8.47
25000,15.05,C,MORTGAGE,18.08
7000,7.35,A,OWN,16.67
22000,23.87,E,OWN,29.63
35000,12.61,C,OWN,10.09
10000,9.92,B,RENT,9.12
35000,15.05,C,MORTGAGE,24.68
5000,9.43,B,MORTGAGE,18.8
32000,16.02,C,RENT,33.42
40000,7.34,A,RENT,2.83
3000,9.43,B,MORTGAGE,0.81
10400,10.9,B,MORTGAGE,11.24
7000,23.87,E,RENT,23.02
24000,10.42,B,RENT,31.02
9600,17.09,D,RENT,37.81
20000,6.07,A,RENT,14.58
18000,9.43,B,MORTGAGE,13.7
18000,13.58,C,MORTGAGE,29.4
40000,11.99,B,RENT,3.54
17500,11.98,B,RENT,10.97
35000,5.32,A,OWN,3.77
35000,12.62,C,MORTGAGE,25.33
24000,15.05,C,MORTGAGE,7.54
19000,7.35,A,MORTGAGE,17.83
20000,15.04,C,RENT,23.88
3600,19.42,D,RENT,13.11
6000,6.71,A,MORTGAGE,29.19
9000,5.31,A,RENT,15.27
32000,12.61,C,MORTGAGE,14.38
6400,9.44,B,MORTGAGE,21.14
30000,21.45,D,OWN,7.24
17000,6.72,A,MORTGAGE,7.93
8000,13.58,C,OWN,39.25
12000,9.93,B,MORTGAGE,27.92
20000,10.42,B,MORTGAGE,18
30000,10.42,B,MORTGAGE,2.15
17500,6.71,A,MORTGAGE,17.46
25000,9.43,B,RENT,17.45
40000,10.41,B,RENT,44.75
30000,14.08,C,MORTGAGE,9.53
10000,6.72,A,OWN,11.5
4000,12.61,C,RENT,28.44
3700,15.04,C,RENT,22.91
5000,9.92,B,RENT,3.89
32000,21.85,D,MORTGAGE,19.92
40000,5.32,A,MORTGAGE,43.24
10000,9.92,B,MORTGAGE,13.34
10000,5.31,A,MORTGAGE,9.38
24000,6.07,A,MORTGAGE,28.3
14000,16.02,C,MORTGAGE,27.78
9000,18.06,D,MORTGAGE,38.79
18000,20,D,RENT,17.3
36000,10.9,B,RENT,26.89
25000,7.34,A,MORTGAGE,28.21
25000,17.09,D,MORTGAGE,0
11200,6.72,A,MORTGAGE,31.45
5000,5.31,A,MORTGAGE,11.12
40000,15.05,C,RENT,21.24
17000,11.99,B,RENT,15.95
7500,7.97,A,OWN,28.47
4075,20,D,RENT,20.48
15000,10.42,B,RENT,28.52
1200,10.41,B,OWN,33.97
22000,7.96,A,RENT,22.34
40000,11.98,B,MORTGAGE,18.81
40000,9.93,B,RENT,10.44
3000,13.59,C,RENT,5.89
17000,6.07,A,OWN,7.56
7200,7.96,A,MORTGAGE,4.21
22000,30.17,F,MORTGAGE,11.55
35000,7.96,A,OWN,8.83
3500,7.35,A,RENT,1.52
15000,9.43,B,OWN,19.88
1000,10.91,B,MORTGAGE,14.59
33000,10.42,B,MORTGAGE,21.51
8400,13.59,C,MORTGAGE,10.4
20000,13.58,C,MORTGAGE,15.86
35000,6.08,A,MORTGAGE,4.23
9975,6.08,A,MORTGAGE,5.71
13000,7.97,A,MORTGAGE,27.4
33900,19.42,D,RENT,29.97
10000,14.08,C,MORTGAGE,23.65
24000,13.59,C,MORTGAGE,26.63
15000,18.45,D,MORTGAGE,30.88
12000,16.01,C,MORTGAGE,22.5
16800,13.58,C,MORTGAGE,14.53
4800,13.59,C,OWN,8.36
15000,9.93,B,OWN,25.1
25000,12.62,C,RENT,19.5
24000,30.75,F,MORTGAGE,31.5
23000,24.84,E,OWN,17.91
20000,9.93,B,RENT,8.25
5000,13.59,C,RENT,11.14
15000,16.02,C,RENT,16.62
40000,6.08,A,OWN,24.34
20000,15.05,C,RENT,9.24
15200,9.43,B,RENT,23.62
40000,9.93,B,MORTGAGE,6.29
4800,11.99,B,RENT,6.16
7500,9.93,B,MORTGAGE,10.95
28000,12.61,C,RENT,8.63
12800,21.45,D,MORTGAGE,8.67
8400,7.34,A,MORTGAGE,7.45
35000,13.59,C,RENT,16.34
35000,13.58,C,MORTGAGE,25.5
17600,9.43,B,RENT,20.48
18000,18.06,D,MORTGAGE,57.83
1800,10.42,B,RENT,12.58
10000,12.62,C,MORTGAGE,14.79
5000,6.71,A,RENT,15.82
10000,7.96,A,MORTGAGE,29.77
6000,7.34,A,MORTGAGE,15.97
30000,13.58,C,RENT,14.08
21000,10.9,B,RENT,8.71
9000,10.9,B,RENT,5.56
10000,6.08,A,MORTGAGE,9.08
15000,5.32,A,MORTGAGE,23.71
2500,6.72,A,MORTGAGE,2.16
28000,9.44,B,MORTGAGE,38.54
6000,14.08,C,MORTGAGE,18.98
9000,11.99,B,MORTGAGE,10.57
37000,9.44,B,MORTGAGE,18.65
6000,17.47,D,OWN,6.33
15000,17.09,D,RENT,21.12
6000,14.08,C,RENT,16.52
4800,18.45,D,RENT,28.09
32000,13.58,C,MORTGAGE,15.2
13500,19.03,D,MORTGAGE,23.53
10500,5.32,A,MORTGAGE,7.57
15000,9.92,B,RENT,17.35
20000,12.62,C,MORTGAGE,10.58
3000,11.99,B,MORTGAGE,18.15
18000,10.9,B,MORTGAGE,20.22
1375,7.97,A,RENT,4.56
5000,11.98,B,MORTGAGE,12.45
1000,17.09,D,RENT,21.38
30000,6.08,A,MORTGAGE,2.3
5000,9.93,B,RENT,0.51
18000,9.44,B,MORTGAGE,11.98
5000,7.34,A,OWN,16.38
12500,18.45,D,RENT,33.39
5000,22.91,E,MORTGAGE,20.08
28000,16.01,C,MORTGAGE,21.15
15250,6.71,A,RENT,6.08
29450,10.91,B,OWN,34.78
6800,17.47,D,RENT,10.04
4375,26.3,E,RENT,12.73
6000,7.97,A,MORTGAGE,45.25
20000,7.35,A,OWN,7.02
15000,9.43,B,RENT,9.6
15000,19.03,D,MORTGAGE,15.34
12000,10.41,B,MORTGAGE,29.24
30550,14.08,C,MORTGAGE,13.48
6000,15.04,C,OWN,17.69
25000,10.9,B,MORTGAGE,15.38
15000,9.43,B,RENT,5.02
8000,10.91,B,OWN,7.97
21000,6.08,A,MORTGAGE,110.44
14000,7.97,A,MORTGAGE,23.24
6000,7.34,A,MORTGAGE,12.94
20000,20.39,D,OWN,28.66
10500,10.42,B,RENT,7.62
10000,18.45,D,MORTGAGE,6.45
30000,15.05,C,MORTGAGE,17.24
12000,13.59,C,MORTGAGE,14.05
7500,7.97,A,MORTGAGE,24.39
11000,6.08,A,RENT,11.9
17000,5.32,A,MORTGAGE,19.32
30000,15.05,C,RENT,20.25
4800,17.09,D,OWN,13.95
15000,10.42,B,MORTGAGE,0.75
10000,19.03,D,RENT,31.52
18000,5.32,A,MORTGAGE,7.85
35000,6.08,A,MORTGAGE,NA
15000,9.93,B,RENT,19.43
9600,14.08,C,RENT,8.16
25000,11.99,B,RENT,16.37
8000,7.96,A,RENT,11.49
24350,9.93,B,MORTGAGE,34.46
14000,11.99,B,RENT,34.46
30000,10.9,B,MORTGAGE,19.77
5000,9.93,B,OWN,9.07
8000,6.72,A,MORTGAGE,7.78
25800,15.05,C,MORTGAGE,315.94
10000,14.08,C,MORTGAGE,15.3
8500,9.92,B,MORTGAGE,9.99
40000,15.04,C,OWN,13.15
1800,19.03,D,OWN,16.44
20000,9.43,B,RENT,9.79
7775,21.45,D,MORTGAGE,30.27
9600,10.9,B,RENT,34.06
30000,11.98,B,MORTGAGE,11.39
10000,20,D,RENT,28.75
20000,11.98,B,MORTGAGE,10.4
37000,9.44,B,MORTGAGE,13.33
15000,11.99,B,MORTGAGE,16.36
10000,11.99,B,MORTGAGE,57.34
14000,9.93,B,MORTGAGE,12.28
5000,13.59,C,MORTGAGE,24.04
4800,9.43,B,MORTGAGE,18.76
35000,15.04,C,RENT,18.6
5000,16.02,C,RENT,30.43
20000,17.09,D,MORTGAGE,30.26
20000,10.42,B,MORTGAGE,8.15
10000,10.41,B,RENT,20.66
22000,17.09,D,MORTGAGE,18.79
10800,18.06,D,RENT,25.88
20000,16.02,C,OWN,25.62
11000,7.35,A,OWN,25.89
25000,10.91,B,MORTGAGE,18.35
16000,21.45,D,RENT,6.27
8000,6.71,A,RENT,30.69
15000,18.06,D,RENT,23.52
7500,10.42,B,RENT,5.73
10000,6.08,A,MORTGAGE,11.39
16000,10.9,B,MORTGAGE,27.85
15000,9.93,B,MORTGAGE,7.05
25000,28.72,F,RENT,35.78
9000,10.9,B,RENT,12.6
10000,10.9,B,RENT,12.78
2000,9.93,B,MORTGAGE,10.91
18000,7.97,A,OWN,1.64
7000,6.07,A,RENT,26.48
20000,10.91,B,MORTGAGE,28.8
10000,9.44,B,MORTGAGE,22.26
35000,10.9,B,MORTGAGE,29.54
28000,9.44,B,MORTGAGE,13.4
18000,7.97,A,RENT,18.41
30000,20,D,OWN,19.71
33600,12.62,C,MORTGAGE,30.08
6500,6.71,A,RENT,19.79
3000,11.99,B,MORTGAGE,14.02
28000,17.09,D,RENT,35.3
35000,15.04,C,OWN,8
24000,11.98,B,MORTGAGE,7.65
5000,6.07,A,MORTGAGE,27.17
14350,21.45,D,MORTGAGE,47.68
4800,20,D,RENT,43.14
10050,11.99,B,MORTGAGE,9.14
40000,24.84,E,MORTGAGE,40.46
10000,18.06,D,MORTGAGE,6.07
12000,7.35,A,MORTGAGE,28.74
10000,11.98,B,MORTGAGE,21.6
4000,6.08,A,MORTGAGE,29.2
30000,26.3,E,OWN,25.13
15000,15.05,C,RENT,16.05
9000,11.98,B,RENT,106.66
29975,15.05,C,MORTGAGE,16.89
20000,19.03,D,RENT,25.09
6000,10.91,B,MORTGAGE,10.48
40000,7.96,A,MORTGAGE,8.11
18000,16.02,C,MORTGAGE,13.58
7000,5.32,A,RENT,2.04
5000,11.99,B,OWN,20.83
12000,19.42,D,RENT,23.68
14500,6.71,A,MORTGAGE,20.08
20000,7.34,A,MORTGAGE,8.65
15000,6.08,A,RENT,3.97
15000,10.9,B,RENT,22.77
10000,6.72,A,MORTGAGE,25.67
